Level,players,Attempts,Relative Churn,Global Churn,APS,Pure APS,% Revived,% Used Boosters,% Used PG Boosters,Avg Win (s),Avg Lose (s),Avg Moves Left,Avg Targets Left,Avg Switch,Avg Slingshots,Avg Hammers,Avg Rockets,Avg Colors,Avg PG Color,Avg PG Electric,Multi Stacks,Avg Combo,Avg SuperCombo,Avg MegaCombo,Avg BigCombo,Avg Electrics,Avg hottestTiles,hottestTile Progression,Momentum hottestTile,Momentum ColorRush,Avg inGameCoins,Quits
Level 518,18,33,0%,0%,1.14,11,17%,17%,0%,186,269,3,91,0.17,0,0,0.17,0,0,0,5,1.5,0.31,0,1.25,0.19,0,0,0.06,0.13,2.67,0
Level 519,18,31,0%,0%,1.07,10.33,14%,14%,0%,157,314,6,92,0,0,0,0,0.14,0,0,12,2.73,0.93,0.2,1.53,0.13,0.13,0,0.07,0.13,3.36,0
Level 520,18,30,0%,0%,1.11,7.5,0%,50%,10%,168,354,11,14,0,0,0.9,0,0,0.1,0.1,6,1,0.47,0.11,1.11,0.05,0.16,0,0.05,0.05,2.56,0
Level 521,18,35,0%,0%,1.21,17.5,29%,43%,0%,173,268,6,103,0.14,0,0.14,0.14,0.14,0,0,12,2.2,0.8,0.47,2.07,0.07,0.47,0,0.07,0.07,4.14,0
Level 522,18,29,0%,0%,1,5.8,0%,0%,0%,172,,6,,0,0,0,0,0,0,0,11,1.69,0.62,0.31,1.69,0.08,0.23,0,0.08,0.15,2.33,0
Level 523,18,29,0%,0%,1,5.8,0%,0%,0%,201,,7,,0,0,0,0,0,0,0,12,2.69,0.77,0.54,2.15,0.08,0.31,0,0.08,0.08,6.92,0
Level 524,18,29,0%,0%,1,5.8,0%,0%,0%,184,,9,,0,0,0,0,0,0,0,13,2.86,0.79,0.29,1.86,0.07,0.14,0,0.07,0.14,5.62,0
Level 525,18,31,0%,0%,1.07,15.5,0%,50%,0%,167,,5,90,0,0,0,0.5,0.17,0,0,11,3,1.13,0.2,1.67,0.2,0.13,0,0.07,0.13,2.93,0
Level 526,18,30,0%,0%,1,10,20%,20%,0%,153,,2,,0,0,0,0,0.2,0,0,9,2.27,0.47,0.47,1.87,0.07,0.27,0,0.07,0.13,2.64,0
Level 527,18,30,0%,0%,1.03,10,40%,20%,0%,186,273,2,,0,0,0,0.2,0,0,0,12,2.36,0.93,0.29,1.93,0.36,0.14,0,0,0.07,3.31,0
Level 528,18,39,6%,0%,1.34,9.75,13%,25%,13%,166,484,7,64,0.13,0.13,0.25,0.13,0.13,0.13,0.13,14,3.13,1,0.63,2.56,0.25,0.5,0,0,0.06,3.67,0
Level 529,17,31,0%,0%,1.15,10.33,17%,17%,0%,147,150,2,127,0.17,0,0.33,0,0,0,0,7,2.44,0.44,0.33,2.11,0,0.22,0,0,0.06,4.71,0
Level 530,17,27,0%,0%,1,6.75,0%,0%,0%,150,,5,,0.25,0,0,0,0,0,0,12,2.83,0.67,0.33,2.08,0.25,0.25,0.08,0.08,0.08,3.64,0
Level 531,17,27,0%,0%,1,9,0%,25%,0%,140,,4,,0,0,0,0.25,0,0,0,14,2.25,0.5,0.17,2.08,0.08,0.17,0.08,0.08,0.08,2.27,0
Level 532,17,28,0%,0%,1.04,9.33,25%,0%,0%,156,328,4,,0,0,0,0,0,0,0,12,2.54,0.46,0.31,1.85,0.23,0.31,0.08,0.08,0.08,4.75,0
Level 533,17,28,0%,0%,1.04,9.33,0%,25%,0%,202,,3,,0,0.25,0,0,0,0,0,10,2.23,0.31,0.31,1.62,0,0.23,0,0.08,0.08,3.5,0
Level 534,17,27,0%,0%,1,13.5,0%,50%,0%,136,,2,,0,0,0.5,0,0,0,0,6,2.25,0.17,0.33,0.83,0.08,0.08,0,0.08,0.08,2.73,0
Level 535,17,33,0%,0%,1.22,16.5,17%,50%,0%,206,299,6,44,0,0.83,0.33,0.5,0,0,0,8,2.77,0.62,0.31,1.62,0.15,0.23,0.08,0.08,0.08,2.33,0
Level 536,17,27,0%,0%,1,9,25%,0%,0%,147,,9,,0,0,0,0,0,0,0,11,2.27,0.73,0.27,1.36,0.18,0.18,0.09,0.09,0.09,3.7,0
Level 537,17,27,0%,0%,1,6.75,0%,0%,0%,128,,2,,0.25,0,0,0,0,0,0,21,3.09,1.09,0.55,2.55,0,0.27,0,0,0,3.8,0
Level 538,17,27,0%,0%,1,9,25%,25%,0%,192,,11,,0,1,0,0.5,0.25,0,0,17,3,0.91,0.27,2,0.18,0.09,0,0,0,4.8,0
Level 539,17,28,0%,0%,1.04,7,0%,0%,0%,170,324,4,,0,0,0,0,0,0,0,10,3.33,0.58,0.17,2.25,0.17,0.17,0,0,0,3.64,0
Level 540,17,30,0%,0%,1.11,10,25%,0%,0%,146,178,3,,0,0,0,0,0,0,0,4,0.91,0.18,0,0.73,0,0,0,0,0,1.2,0
Level 541,17,27,0%,0%,1,6.75,0%,0%,0%,158,,14,,0,0,0,0,0,0,0,11,2.45,0.82,0.27,2.64,0.09,0.18,0,0,0,3.2,0
Level 542,17,32,0%,0%,1.19,10.67,50%,0%,0%,213,302,5,35,0,0,0,0,0,0,0,16,3.77,0.92,0.23,1.92,0.08,0.15,0,0,0.08,6.42,0
Level 543,17,30,0%,0%,1.11,10,20%,20%,0%,158,307,12,70,0,0,0.2,0,0,0,0,12,3.46,0.69,0.46,2.69,0.23,0.31,0,0,0.15,3.58,0
Level 544,17,29,0%,0%,1.26,14.5,17%,17%,0%,176,149,3,142,0,0,0.33,0.17,0,0,0,14,2.23,0.77,0.15,1.77,0.08,0.15,0,0,0.08,4.17,0
Level 545,17,28,6%,0%,1.04,28,25%,75%,0%,164,383,5,,0,0.5,0.25,0.5,0,0,0,10,1.73,0.64,0.18,1.91,0,0.09,0,0,0.09,3.2,0
Level 546,16,25,0%,0%,1,12.5,33%,33%,0%,139,,10,,0,0.67,0,0,0.67,0,0,14,2.55,0.55,0.18,2.55,0.09,0.18,0,0,0.09,3.8,0
Level 547,16,31,0%,0%,1.24,15.5,50%,17%,0%,170,195,3,17,0.33,0.17,0,0,0,0,0,7,2.07,0.71,0.07,1.43,0.07,0.07,0,0.07,0.07,2.54,0
Level 548,16,25,6%,0%,1,8.33,0%,0%,0%,201,,7,,0,0,0,0,0,0,0,11,3.4,0.8,0.3,2.3,0,0.3,0,0,0,3.56,0
Level 549,15,23,-7%,0%,1,7.67,0%,0%,0%,133,,11,,0,0,0,0,0,0,0,9,2.44,0.33,0.22,2.22,0,0.11,0,0,0,2.56,0
Level 550,16,25,0%,0%,1,12.5,0%,33%,0%,161,,1,,0,0,0.33,1,0,0,0,10,1.9,0.3,0.3,1.1,0,0.2,0,0,0,4,0
Level 551,16,25,0%,0%,1,25,0%,67%,0%,176,,8,,0,0,0.33,0.33,0,0,0,7,2.3,0.3,0,1.1,0,0.1,0,0,0.1,2.44,0
Level 552,16,27,0%,0%,1.08,27,0%,67%,0%,187,197,2,,0,0.33,1,0.67,0,0,0,12,3.9,0.7,0.3,1.4,0,0.3,0,0,0.2,3.33,0
Level 553,16,25,0%,0%,1,25,33%,67%,0%,151,,5,,0,0.67,0,0,0,0,0,13,3.4,0.9,0.1,1.5,0,0.1,0,0,0.2,4.11,0
Level 554,16,25,0%,0%,1,25,67%,33%,0%,215,,7,,0,0,0,1.67,0,0,0,16,3.1,0.5,0.4,1.9,0,0.3,0,0,0.2,3.67,0
Level 555,16,27,0%,0%,1.08,9,0%,0%,0%,147,144,19,170,0,0,0,0,0,0,0,7,1.73,0.36,0.45,1.36,0,0.27,0,0,0.09,1.8,0
Level 556,16,25,0%,0%,1,12.5,33%,33%,0%,186,,6,,0.67,0,0.33,0,0,0,0,10,3,0.4,0.2,2.3,0,0.1,0,0.1,0.2,3,0
Level 557,16,31,0%,0%,1.24,15.5,43%,14%,14%,189,316,12,190,0,0,0,0.14,0,0.14,0.14,8,2.64,0.57,0.43,2,0.07,0.36,0.07,0.07,0.14,3.15,0
Level 558,16,26,0%,0%,1.04,13,0%,33%,0%,206,,3,,0,0,0.33,0.33,0,0,0,12,2.91,0.36,0.09,1.73,0.09,0.18,0.09,0.09,0.09,3,0
Level 559,16,29,0%,0%,1.16,9.67,0%,0%,0%,204,246,4,,0,0,0,0,0,0,0,9,2.25,0.67,0.17,2,0,0,0,0.08,0.08,4.2,0
Level 560,16,32,0%,0%,1.28,16,13%,0%,0%,177,191,2,140,0,0,0,0,0,0,0,4,1.5,0.31,0.13,1,0,0.13,0,0.06,0.06,1.93,0
Level 561,16,25,0%,0%,1,12.5,0%,33%,0%,184,,4,,0,0,1,0.33,0,0,0,11,2.73,1.18,0.36,1.36,0.09,0.27,0.09,0.09,0.09,3.44,0
Level 562,16,25,0%,0%,1,8.33,0%,0%,0%,180,,8,,0,0,0,0,0,0,0,17,2.85,1.08,0.31,2,0,0.31,0,0,0,4.82,0
Level 563,16,29,0%,0%,1.16,14.5,0%,17%,0%,167,230,5,69,0,0,0,0.17,0,0,0,11,2.71,0.79,0.21,2.07,0.14,0.21,0,0,0.14,3.62,0
Level 564,16,25,0%,0%,1,8.33,0%,0%,0%,147,,3,,0,0,0,0,0,0,0,12,2.64,0.82,0.27,1.64,0.27,0.18,0,0,0,4.8,0
Level 565,16,27,0%,0%,1.08,,33%,67%,0%,194,264,5,,0.67,0.33,0.67,0.33,0,0,0,14,3.09,0.73,0.18,1.82,0.18,0.27,0,0,0,4.8,0
Level 566,16,29,0%,0%,1.16,9.67,0%,0%,0%,140,268,5,65,0.2,0,0,0,0,0,0,14,2.23,0.77,0.38,1.92,0.31,0.38,0,0,0,4.58,0
Level 567,16,31,0%,0%,1.24,10.33,0%,0%,0%,207,237,7,125,0,0,0,0,0,0,0,11,3.07,0.8,0.2,2.47,0.13,0.2,0,0,0.07,2.86,0
Level 568,16,29,0%,0%,1.16,9.67,17%,0%,0%,184,209,16,92,0,0,0,0,0,0,0,11,2.87,0.6,0.2,1.33,0,0.13,0,0,0.13,2.54,0
Level 569,16,25,0%,0%,1,8.33,0%,0%,0%,182,,7,,0,0,0,0,0,0,0,9,1.67,0.25,0.25,2,0,0.08,0,0,0.08,2.4,0
Level 570,16,25,0%,0%,1,12.5,0%,33%,0%,234,,3,,1.33,0,2,0,0,0,0,24,3,1,1.17,2.5,0.33,0.92,0,0,0.08,4.6,0
Level 571,16,29,0%,0%,1.16,14.5,0%,20%,0%,142,298,3,77,0,0,1.2,0,0.2,0,0,7,1.8,0.2,0.27,2.2,0.13,0.27,0,0,0.07,2.5,0
Level 572,16,25,0%,0%,1,8.33,0%,0%,0%,209,,9,,0,0,0,0,0,0,0,13,2.46,0.77,0.38,1.46,0.15,0.31,0,0,0.08,4.27,0
Level 573,16,27,0%,0%,1.08,13.5,33%,0%,0%,170,198,17,,0,0,0,0,0,0,0,10,2.13,0.6,0.33,1.93,0.27,0.33,0,0,0.13,3.46,0
Level 574,16,28,0%,0%,1.12,14,50%,0%,0%,184,402,8,133,0,0,0,0,0,0,0,17,2.93,1.71,0.21,2.21,0.71,0.29,0,0,0.07,3.36,0
Level 575,16,27,0%,0%,1.04,13.5,33%,0%,0%,183,,10,,0,0,0,0,0,0,0,9,2.75,0.5,0.17,2.25,0.25,0.17,0,0,0.08,3,0
Level 576,16,29,0%,0%,1.16,9.67,0%,0%,0%,126,180,8,140,0,0,0,0,0,0,0,17,3.43,1.14,0.5,2.14,0.36,0.5,0,0,0.07,6.58,0
Level 577,16,27,0%,0%,1.08,27,25%,25%,0%,231,135,3,220,0,0,0.25,0,0,0,0,13,2.08,0.46,0.15,2.23,0.08,0.15,0,0,0.15,2.73,0
Level 578,16,25,0%,0%,1,25,0%,67%,0%,199,,1,,0.67,0,0.33,1,0,0,0,13,3.31,0.85,0,2.23,0.31,0.08,0,0.08,0.08,3.45,0
Level 579,16,25,0%,0%,1,25,67%,33%,0%,186,,1,,0,0,0,0.33,1,0,0,14,3.23,0.62,0.23,1.85,0.08,0.08,0,0.08,0.15,4.45,0
Level 580,16,25,0%,0%,1,12.5,0%,33%,0%,117,,9,,0,0,0.33,0.33,0,0,0,8,1.54,0.31,0.23,1.08,0,0.23,0,0.08,0.15,1.36,0
Level 581,16,31,0%,0%,1.24,15.5,17%,17%,17%,244,169,13,131,0.33,0,0,0,0.17,0.17,0.17,10,2.57,0.5,0.29,1.5,0.14,0.21,0,0.07,0.07,2.17,0
Level 582,16,25,0%,0%,1,12.5,0%,33%,0%,179,,0,,0,0,0,0,0.33,0,0,16,3.58,0.75,0.17,2.75,0.17,0.17,0,0,0,4,0
Level 583,16,29,0%,0%,1.16,14.5,0%,17%,0%,200,200,1,73,0,0,0.17,0,0.17,0,0,19,3.07,1.36,0.57,3,0.14,0.57,0,0,0,6.25,0
Level 584,16,25,0%,0%,1,25,0%,67%,0%,197,,5,,0,0,1,0,0,0,0,18,3.45,1.45,0.45,3.27,0.27,0.55,0,0,0.09,5.67,0
Level 585,16,25,0%,0%,1,25,33%,33%,33%,220,,10,,0.33,0.33,0,0,0,0.33,0.33,14,3.09,1.18,0.27,2.36,0.18,0.27,0,0,0,3.56,0
Level 586,16,25,0%,0%,1,25,33%,33%,0%,157,,3,,0,0,0.33,0,0,0,0,11,3,0.67,0.5,1.92,0.08,0.33,0,0,0,5.67,0
Level 587,16,25,0%,0%,1,12.5,0%,33%,0%,202,,2,,0,0,1.33,0,0,0,0,19,2.62,1.15,0.62,2.15,0.08,0.38,0,0,0.08,6.4,0
Level 588,16,37,0%,0%,1.48,12.33,0%,0%,0%,194,183,6,72,0,0,0,0,0,0,0,8,2.53,0.63,0.11,2.42,0.16,0.11,0,0,0.05,3.06,0
Level 589,16,26,0%,0%,1.04,8.67,0%,0%,0%,193,224,4,,0,0,0,0,0,0,0,18,2.92,0.83,0.33,3.08,0,0.25,0,0,0.08,5.2,0
Level 590,16,27,0%,0%,1.08,27,33%,67%,0%,156,254,2,,0,0,0,0.33,0.33,0,0,18,2.79,0.79,0.36,2.36,0.21,0.14,0,0,0,12.67,0
Level 591,16,25,0%,0%,1,12.5,33%,33%,0%,187,,6,,0,0,0.33,0,0,0,0,13,2.67,0.67,0.17,1.83,0.08,0.08,0,0,0,6.1,0
Level 592,16,27,0%,0%,1.08,9,0%,0%,0%,190,158,7,,0,0,0,0,0,0,0,11,2.07,0.33,0.27,2,0.13,0.27,0,0,0.07,4.62,0
Level 593,16,27,0%,0%,1.08,27,33%,33%,0%,156,451,14,,0,0,0.33,0.67,0,0,0,25,1.71,0.79,0.57,2.5,0.29,0.5,0,0,0.07,9.8,0
Level 594,16,25,0%,0%,1,12.5,33%,33%,0%,205,,5,,0,0,0,0.67,0.33,0,0,12,2.64,0.71,0.43,2.64,0.21,0.29,0,0.07,0.07,3.3,0
Level 595,16,25,0%,0%,1,25,67%,33%,0%,188,,2,,0,0.33,0,0,1,0,0,12,2.2,0.93,0.2,1.6,0.2,0.13,0,0.07,0.07,9.42,0
Level 596,16,25,0%,0%,1,12.5,0%,33%,0%,223,,6,,0,0,0,0,0.67,0,0,15,2.77,0.85,0.92,1.92,0,0.85,0,0.08,0.15,4.5,0
Level 597,16,30,0%,0%,1.2,15,0%,20%,0%,175,228,6,120,0,0,0,0,0.2,0,0,11,2.56,0.56,0.25,2.63,0.25,0.13,0.06,0.13,0.13,3.54,0
Level 598,16,25,0%,0%,1,12.5,33%,0%,0%,188,,11,,0,0,0,0,0,0,0,15,4.46,1,0.31,2.54,0.08,0.08,0.08,0.15,0.15,3.2,0
Level 599,16,31,0%,0%,1.24,15.5,17%,17%,0%,163,209,3,100,0.17,0,0.33,0,0,0,0,11,2.19,0.44,0.44,2.69,0,0.31,0.06,0.13,0.19,4,0
Level 600,16,25,0%,0%,1,25,67%,33%,0%,136,,8,,0.33,0,0.67,0.33,0,0,0,16,1.85,0.85,0.38,1.38,0,0.23,0,0.15,0.23,3.5,0
Level 601,16,27,0%,0%,1.08,13.5,0%,33%,0%,236,275,1,,0,0,1,0,0,0,0,18,2.27,0.93,0.27,1.67,0.33,0.13,0.07,0.13,0.13,10.9,0
Level 602,16,27,0%,0%,1.08,27,50%,0%,0%,216,58,8,126,0,0,0,0,0,0,0,11,2.13,1,0.27,2.27,0.13,0.13,0.07,0.13,0.13,3.17,0
Level 603,16,25,0%,0%,1,8.33,0%,0%,0%,224,,5,,0,0,0,0,0,0,0,12,3.43,0.93,0.43,2.5,0,0.29,0,0.07,0.07,5.91,0
Level 604,16,26,0%,0%,1.04,8.67,0%,0%,0%,189,231,9,,0,0,0,0,0,0,0,15,3.38,1.15,0.15,2.77,0.08,0.15,0.08,0.08,0.15,3.36,0
Level 605,16,25,0%,0%,1,25,33%,33%,0%,176,,3,,0,0,1,0,0,0,0,23,3.53,1.2,0.4,3.27,0.2,0.4,0,0.07,0.07,11.15,0
Level 606,16,25,0%,0%,1,25,33%,33%,0%,189,,8,,0.67,0,0,0,0.33,0,0,18,2.86,0.93,0.43,2.07,0.07,0.36,0.07,0.07,0.14,5,0
Level 607,16,25,0%,0%,1,8.33,0%,0%,0%,224,,2,,0,0,0,0,0,0,0,15,3.57,0.71,0.71,1.86,0.14,0.64,0.07,0.07,0.21,3.83,0
Level 608,16,25,0%,0%,1,12.5,33%,0%,0%,193,,5,,0.33,0,0,0,0,0,0,16,2.71,1,0.36,2.5,0.29,0.29,0.07,0.07,0.14,5.58,0
Level 609,16,27,0%,0%,1.08,13.5,0%,25%,25%,149,466,2,3,0,0,0,0.25,0.25,0.25,0.25,10,1.72,0.56,0.28,2,0.22,0.22,0.06,0.06,0.11,3.25,0
Level 610,16,27,0%,0%,1.08,13.5,0%,33%,0%,192,370,9,,0,0,0,0.33,0,0,0,8,2.38,0.54,0.38,1.46,0.23,0.23,0,0,0.15,2.7,0
Level 611,16,30,0%,0%,1.2,30,0%,40%,0%,135,280,13,118,0,0,0.2,0.4,0.2,0,0,13,2.4,0.53,0.4,1.8,0.27,0.27,0,0.07,0.13,4.54,0
Level 612,16,25,0%,0%,1,8.33,0%,0%,33%,192,,4,,0,0,0,0,0,0.33,0.33,11,1.46,0.77,0.08,2.15,0.15,0.15,0,0.08,0.23,2.5,0
Level 613,16,25,0%,0%,1,25,33%,67%,0%,189,,11,,0.67,0,0.33,0,0.67,0,0,13,2.69,0.77,0.23,2.54,0.31,0.08,0,0.08,0.31,3.1,0
Level 614,16,25,0%,0%,1,25,0%,67%,0%,176,,5,,0,0.67,0.33,0.67,0.33,0,0,12,2.38,0.85,0.23,1.46,0.15,0.23,0,0.08,0.23,4.9,0
Level 615,16,27,0%,0%,1.08,27,50%,25%,0%,182,231,4,131,0,0,0.25,0,0,0,0,12,2,0.77,0.23,2.08,0.15,0.15,0,0.08,0.23,2.73,0
Level 616,16,35,0%,0%,1.4,17.5,43%,14%,14%,235,403,3,84,0.14,0.86,0,0,0,0.14,0.14,18,2.41,0.53,0.24,1.88,0.12,0.29,0,0.06,0.12,5.67,0
Level 617,16,27,0%,0%,1.08,27,67%,0%,0%,229,,2,,0.67,0,0,0,0,0,0,17,3,0.75,0.08,2.83,0.08,0.08,0,0.08,0.17,7.18,0
Level 618,16,29,0%,0%,1.16,14.5,0%,20%,0%,172,198,4,189,0,0,0,0,0.2,0,0,9,2,0.86,0.29,1.86,0.21,0.14,0,0.14,0.14,3.54,0
Level 619,16,26,0%,0%,1,13,33%,0%,0%,144,,1,,0,0,0,0,0,0,0,19,2,0.67,0.25,2.25,0.17,0.25,0,0.08,0.08,7.18,0
Level 620,16,25,0%,0%,1,12.5,0%,33%,0%,152,,7,,0.67,0,0,0,0.67,0,0,2,0.58,0.25,0,0.33,0,0,0,0.08,0.17,3.36,0
Level 621,16,27,0%,0%,1.08,13.5,33%,0%,0%,188,78,4,,0,0,0,0,0,0,0,15,2.73,0.45,0.09,1.55,0,0.09,0,0,0.27,4.5,0
Level 622,16,31,0%,0%,1.24,15.5,17%,33%,0%,164,307,5,113,0.17,0,0.5,0,0.17,0,0,7,2.14,0.64,0.21,1.57,0.07,0.21,0,0,0.21,2.77,0
Level 623,16,25,0%,0%,1,12.5,33%,33%,0%,150,,7,,0,0,0,0.33,0,0,0,15,2.73,0.91,0.36,2.27,0.18,0.36,0,0,0.36,4,0
Level 624,16,25,0%,0%,1,12.5,33%,0%,0%,163,,6,,0,0,0,0,0,0,0,12,2.91,1,0.18,1.27,0.18,0.09,0,0,0.18,3.3,0
Level 625,16,27,0%,0%,1.08,13.5,0%,33%,0%,168,322,2,,0.33,0,0,0.33,0,0,0,20,2.62,0.69,0.15,1.92,0.08,0.08,0,0,0.15,8.82,0
Level 626,16,27,0%,0%,1.08,9,25%,25%,0%,160,445,9,2,0,0.25,0,0,0.25,0,0,7,1.83,0.25,0.17,1.67,0,0.08,0,0,0,3.73,0
Level 627,16,35,0%,0%,1.4,35,38%,38%,0%,207,173,3,82,0,2.25,0,0,0.25,0,0,9,2,0.5,0.13,2.31,0.13,0.13,0,0,0.13,2.2,0
Level 628,16,25,0%,0%,1,25,33%,33%,0%,194,,6,,0,0,0,0,0.33,0,0,10,2.27,0.64,0.18,1.45,0,0.09,0,0,0.09,3.8,0
Level 629,16,27,0%,0%,1.08,13.5,0%,25%,0%,162,324,7,180,0,0.25,0,0,0.25,0,0,11,2.75,0.33,0.33,2.67,0,0.25,0,0,0.08,2.91,0
Level 630,16,25,0%,0%,1,12.5,33%,0%,0%,165,,8,,0,0,0,0,0,0,0,8,2.27,0.73,0.27,1.45,0.09,0.09,0,0,0.09,2.5,0
Level 631,16,29,0%,0%,1.16,14.5,25%,25%,0%,146,390,3,20,0,0,0,0,0.25,0,0,11,2.77,0.77,0.54,2.38,0.08,0.46,0,0,0.08,3.75,0
Level 632,16,25,0%,0%,1,25,33%,67%,0%,149,,1,,0.33,0,1.33,0,0.33,0,0,14,2.73,0.73,0.45,1.36,0,0.36,0,0.09,0.09,5.4,0
Level 633,16,25,0%,0%,1,12.5,33%,33%,33%,231,,6,,0,0,0.67,0,0,0.33,0.33,15,3.5,1.08,0.33,2.67,0.17,0.33,0,0.17,0.17,3.18,0
Level 634,16,26,0%,0%,1.04,13,33%,33%,0%,189,189,6,,0,0,0.33,0,0,0,0,12,2.64,1.09,0.36,2.18,0,0.36,0,0,0,2.3,0
Level 635,16,27,0%,0%,1.08,9,0%,0%,0%,116,238,8,,0,0,0,0,0,0,0,6,2.17,0.5,0.17,1.25,0,0.25,0,0,0.08,1.82,0
Level 636,16,29,0%,0%,1.16,9.67,0%,0%,0%,157,211,8,118,0.2,0,0,0,0,0,0,15,2.54,0.92,0.38,2.46,0.15,0.31,0,0,0,2.17,0
Level 637,16,29,0%,0%,1.16,9.67,50%,33%,0%,185,320,6,2,0.67,0,0.33,0,0,0,0,12,1.64,0.79,0.5,2.21,0,0.5,0,0,0.14,4.38,0
Level 638,16,25,0%,0%,1,12.5,33%,0%,0%,182,,6,,0,0,0,0,0,0,0,8,3,0.6,0.2,0.8,0,0.1,0,0,0.1,2.8,0
Level 639,16,31,0%,0%,1.24,15.5,33%,50%,0%,159,270,7,105,0,0,0.5,0.17,0,0,0,6,2.54,0.31,0.08,1.38,0,0.08,0,0,0.15,1.77,0
Level 640,16,26,0%,0%,1.04,8.67,0%,0%,0%,161,,0,,0.33,0,0,0,0,0,0,8,1.64,0.82,0.18,1.55,0,0.18,0,0,0.18,3.36,0
Level 641,16,27,0%,0%,1.08,13.5,0%,33%,0%,135,301,1,,0,0,0,0,0.33,0,0,9,3.1,0.6,0.2,1.5,0,0.2,0,0,0.3,2.5,0
Level 642,16,35,0%,0%,1.4,17.5,25%,0%,0%,179,161,4,161,0,0,0,0,0,0,0,8,2.4,0.4,0.13,1.53,0,0.07,0,0.07,0.13,2.53,0
Level 643,16,29,0%,0%,1.16,14.5,0%,25%,0%,176,291,11,1,0.25,0.5,0,0,0,0,0,24,2.67,0.33,0.33,1.25,0,0.33,0.08,0.08,0.17,5.67,0
Level 644,16,34,0%,0%,1.36,17,0%,25%,0%,157,235,1,152,0.25,0,1,0,0,0,0,12,2.27,0.73,0.45,1.91,0,0.27,0.09,0.18,0.18,2.82,0
Level 645,16,27,0%,0%,1.04,9,0%,0%,0%,178,,5,,0,0,0,0,0,0,0,10,2.25,0.58,0.75,2,0.17,0.58,0,0.17,0.17,4.64,0
Level 646,16,29,0%,0%,1.16,14.5,0%,20%,0%,190,206,3,114,0,0,0.2,0,0.2,0,0,11,2.15,0.77,0.38,1.77,0.08,0.31,0,0.15,0.15,3.67,0
Level 647,16,27,0%,0%,1.08,9,0%,0%,0%,191,105,7,14,0,0,0,0,0,0,0,15,2.83,1.5,0.25,2.67,0.08,0.25,0,0.17,0.25,4,0
Level 648,16,29,0%,0%,1.16,29,17%,17%,0%,169,100,3,48,0,0,0.33,0,0,0,0,8,2.31,0.62,0.31,1.85,0.08,0.15,0,0.08,0.08,1.75,0
Level 649,16,27,0%,0%,1.08,13.5,33%,0%,0%,158,348,2,,0,0,0,0,0,0,0,10,2.2,1,0.5,1.3,0.2,0.3,0.1,0.1,0.1,2.56,0
Level 650,16,26,0%,0%,1.04,13,0%,33%,0%,205,227,6,,0,0.33,0.33,0,0,0,0,8,2,0.6,0.3,1.6,0.3,0.1,0.1,0.1,0.1,1.67,0
Level 651,16,27,0%,0%,1.08,13.5,0%,33%,0%,183,67,5,,0,0,0.33,0,0,0,0,15,2.6,1,0.2,1.6,0.2,0.1,0,0,0.1,4.67,0
Level 652,16,25,0%,0%,1,8.33,25%,25%,0%,223,,6,,0,0.25,0.25,0,0,0,0,14,3.9,0.7,0.1,2.4,0.1,0.1,0,0,0.1,5.44,0
Level 653,16,38,0%,0%,1.52,12.67,0%,8%,0%,209,192,5,183,0.08,0.23,0.08,0,0,0,0,8,2.26,0.58,0.21,1.26,0.11,0.16,0,0,0.05,2.61,0
Level 654,16,31,0%,0%,1.24,10.33,14%,14%,0%,203,271,6,60,0,0.29,0,0,0,0,0,11,1.85,0.77,0.31,1.46,0.23,0.31,0,0,0,3.75,0
Level 655,16,35,0%,0%,1.4,11.67,13%,25%,0%,155,208,5,40,0,0,0.25,0.13,0,0,0,12,2.07,0.36,0.21,1.43,0.14,0.14,0,0,0,4.31,0
Level 656,16,29,0%,0%,1.16,7.25,0%,0%,0%,176,297,5,39,0,0,0,0,0,0,0,10,2.67,0.25,0.33,2.33,0,0.33,0,0,0.08,2.27,0
Level 657,16,30,0%,0%,1.2,15,50%,0%,0%,185,260,5,,0.25,0,0,0,0,0,0,11,1.85,0.62,0.38,1.31,0.08,0.31,0,0,0.15,4.92,0
Level 658,16,29,0%,0%,1.16,9.67,29%,0%,0%,219,355,3,20,0,0,0,0,0,0,0,29,2.62,0.69,0.31,2,0,0.15,0,0,0,9.5,0
Level 659,16,35,0%,0%,1.4,8.75,18%,0%,0%,149,194,8,48,0,0,0,0,0,0,0,13,3.65,0.47,0.35,2,0.06,0.18,0,0,0,3.63,0
Level 660,16,33,0%,0%,1.32,16.5,13%,38%,0%,177,158,3,52,0.25,0.13,0.38,0.38,0,0,0,5,2.07,0.57,0,1.43,0.29,0,0,0,0,1,0
Level 661,16,29,0%,0%,1.16,14.5,17%,17%,17%,211,162,7,192,0,0.5,0,0.33,0,0,0.17,17,3.17,0.58,0.42,2.92,0.17,0.33,0,0,0,4,0
Level 662,16,27,0%,0%,1.08,9,20%,20%,0%,192,322,8,240,0,0,0.4,0.4,0.2,0,0,9,2.27,0.64,0.18,1.36,0.18,0.18,0,0,0,2.2,0
Level 663,16,34,0%,0%,1.36,17,25%,13%,0%,187,213,5,34,0.13,0.38,0,0.13,0.13,0,0,17,2.71,0.79,0.14,1.93,0.14,0.14,0,0,0.14,6.15,0
Level 664,16,27,0%,0%,1.08,9,20%,0%,0%,241,165,7,1,0,0,0,0,0,0,0,11,2.64,0.18,0.18,1.91,0,0.09,0,0,0.18,2.2,0
